vehicle_id,timestamp,lat,lng,speed_kmh,fuel_level_pct,engine_on,idle_minutes,hour,day_of_week,is_working_hour,zone_distance_deg,is_anomaly,anomaly_type,refuel
LG-1000,2025-01-06 11:50:00,6.589841,3.380666,72.0,87.0,1,0,11,0,1,0.03547,0,normal,0
LG-1000,2025-01-06 11:50:30,6.592975,3.382907,51.4,86.9,1,0,11,0,1,0.03679,0,normal,0
LG-1000,2025-01-06 11:51:00,6.593017,3.383693,10.5,86.9,1,0,11,0,1,0.03755,0,normal,0
LG-1000,2025-01-06 11:51:30,6.597244,3.380281,72.4,86.7,1,0,11,0,1,0.03349,0,normal,0
LG-1000,2025-01-06 11:52:00,6.600451,3.377788,54.1,86.6,1,0,11,0,1,0.03079,0,normal,0
LG-1000,2025-01-06 11:52:30,6.605599,3.373759,87.1,86.4,1,0,11,0,1,0.02715,0,normal,0
LG-1000,2025-01-06 11:53:00,6.609734,3.370544,69.8,86.2,1,0,11,0,1,0.02511,0,normal,0
LG-1000,2025-01-06 11:53:30,6.615785,3.366229,99.1,86.0,1,0,11,0,1,0.02426,0,normal,0
LG-1000,2025-01-06 11:54:00,6.622142,3.364209,89.0,85.8,1,0,11,0,1,0.02726,0,normal,0
LG-1000,2025-01-06 11:54:30,6.626671,3.364121,60.5,85.6,1,0,11,0,1,0.03086,0,normal,0
LG-1000,2025-01-06 11:55:00,6.633746,3.366258,98.7,85.4,1,0,11,0,1,0.03799,0,normal,0
LG-1000,2025-01-06 11:55:30,6.639387,3.37079,96.4,85.2,1,0,11,0,1,0.04516,0,normal,0
LG-1000,2025-01-06 11:56:00,6.642106,3.374927,65.8,85.0,1,0,11,0,1,0.0497,0,normal,0
LG-1000,2025-01-06 11:56:30,6.644114,3.378846,58.5,84.9,1,0,11,0,1,0.0536,0,normal,0
LG-1000,2025-01-06 11:57:00,6.647157,3.384713,87.8,84.7,1,0,11,0,1,0.0596,0,normal,0
LG-1000,2025-01-06 11:57:30,6.648803,3.387886,47.5,84.5,1,0,11,0,1,0.0629,0,normal,0
LG-1000,2025-01-06 11:58:00,6.650656,3.39133,52.0,84.4,1,0,11,0,1,0.06657,0,normal,0
LG-1000,2025-01-06 11:58:30,6.652197,3.393709,37.7,84.3,1,0,11,0,1,0.0693,0,normal,0
LG-1000,2025-01-06 11:59:00,6.656954,3.399084,95.5,84.1,1,0,11,0,1,0.07644,0,normal,0
LG-1000,2025-01-06 11:59:30,6.662208,3.402904,86.6,83.9,1,0,11,0,1,0.0829,0,normal,0
LG-1000,2025-01-06 12:00:00,6.668322,3.405708,89.7,83.7,1,0,12,0,1,0.08932,0,normal,0
LG-1000,2025-01-06 12:00:30,6.674977,3.408342,95.5,83.5,1,0,12,0,1,0.0961,0,normal,0
LG-1000,2025-01-06 12:01:00,6.679951,3.410338,71.5,83.3,1,0,12,0,1,0.10122,0,normal,0
LG-1000,2025-01-06 12:01:30,6.685489,3.412573,79.7,83.1,1,0,12,0,1,0.10695,0,normal,0
LG-1000,2025-01-06 12:02:00,6.688818,3.413878,47.7,83.0,1,0,12,0,1,0.11038,0,normal,0
LG-1000,2025-01-06 12:02:30,6.692114,3.414837,45.8,82.9,1,0,12,0,1,0.11359,0,normal,0
LG-1000,2025-01-06 12:03:00,6.698577,3.415684,87.1,82.7,1,0,12,0,1,0.11933,0,normal,0
LG-1000,2025-01-06 12:03:30,6.703993,3.415415,72.4,82.5,1,0,12,0,1,0.12364,0,normal,0
LG-1000,2025-01-06 12:04:00,6.709924,3.4149,79.5,82.4,1,0,12,0,1,0.12835,0,normal,0
LG-1000,2025-01-06 12:04:30,6.716967,3.414297,94.4,82.1,1,0,12,0,1,0.13408,0,normal,0
LG-1000,2025-01-06 12:05:00,6.723295,3.414477,84.6,81.9,1,0,12,0,1,0.13968,1,route_deviation,0
LG-1000,2025-01-06 12:05:30,6.729028,3.415772,78.5,81.8,1,0,12,0,1,0.14533,1,route_deviation,0
LG-1000,2025-01-06 12:06:00,6.734447,3.41813,78.9,81.6,1,0,12,0,1,0.15122,1,route_deviation,0
LG-1000,2025-01-06 12:06:30,6.738441,3.420178,59.9,81.4,1,0,12,0,1,0.15571,1,route_deviation,0
LG-1000,2025-01-06 12:07:00,6.738441,3.420178,0.0,81.4,1,1,12,0,1,0.15571,1,route_deviation,0
LG-1000,2025-01-06 12:07:30,6.738441,3.420178,0.0,81.4,1,2,12,0,1,0.15571,1,route_deviation,0
LG-1000,2025-01-06 12:08:00,6.738441,3.420178,0.0,81.4,1,3,12,0,1,0.15571,1,route_deviation,0
LG-1000,2025-01-06 12:08:30,6.738441,3.420178,0.0,81.4,1,4,12,0,1,0.15571,1,route_deviation,0
LG-1000,2025-01-06 12:09:00,6.738441,3.420178,0.0,81.4,1,5,12,0,1,0.15571,1,route_deviation,0
LG-1000,2025-01-06 12:09:30,6.738441,3.420178,0.0,81.4,1,6,12,0,1,0.15571,1,route_deviation,0
LG-1000,2025-01-06 12:10:00,6.738441,3.420178,0.0,81.4,1,7,12,0,1,0.15571,1,route_deviation,0
LG-1000,2025-01-06 12:10:30,6.738441,3.420178,0.0,81.4,1,8,12,0,1,0.15571,1,route_deviation,0
LG-1000,2025-01-06 12:11:00,6.741219,3.421208,39.5,81.3,1,0,12,0,1,0.15864,1,route_deviation,0
LG-1000,2025-01-06 12:11:30,6.746311,3.4224,69.8,81.2,1,0,12,0,1,0.16371,1,route_deviation,0
LG-1000,2025-01-06 12:12:00,6.750288,3.42273,53.3,81.0,1,0,12,0,1,0.1674,1,route_deviation,0
LG-1000,2025-01-06 12:12:30,6.755362,3.422924,67.8,80.9,1,0,12,0,1,0.17202,1,route_deviation,0
LG-1000,2025-01-06 12:13:00,6.76292,3.423221,101.0,80.7,1,0,12,0,1,0.17896,1,route_deviation,0
LG-1000,2025-01-06 12:13:30,6.767018,3.423393,54.8,80.5,1,0,12,0,1,0.18275,1,route_deviation,0
LG-1000,2025-01-06 12:14:00,6.770135,3.423522,41.7,80.4,1,0,12,0,1,0.18564,1,route_deviation,0
LG-1000,2025-01-06 12:14:30,6.774498,3.423704,58.3,80.3,1,0,12,0,1,0.1897,1,route_deviation,0
LG-1000,2025-01-06 12:15:00,6.77893,3.423874,59.2,80.2,1,0,12,0,1,0.19383,1,route_deviation,0
LG-1000,2025-01-06 12:15:30,6.785383,3.42452,86.6,80.0,1,0,12,0,1,0.20002,1,route_deviation,0
LG-1000,2025-01-06 12:16:00,6.791034,3.426207,78.7,79.8,1,0,12,0,1,0.20588,1,route_deviation,0
LG-1000,2025-01-06 12:16:30,6.797335,3.429608,95.5,79.5,1,0,12,0,1,0.21301,1,route_deviation,0
LG-1000,2025-01-06 12:17:00,6.802218,3.433889,86.5,79.3,1,0,12,0,1,0.21918,1,route_deviation,0
LG-1000,2025-01-06 12:17:30,6.805383,3.437833,67.3,79.2,1,0,12,0,1,0.22366,1,route_deviation,0
LG-1000,2025-01-06 12:18:00,6.809177,3.444115,97.5,79.0,1,0,12,0,1,0.22972,1,route_deviation,0
LG-1000,2025-01-06 12:18:30,6.811356,3.447138,49.6,78.8,1,0,12,0,1,0.23297,1,route_deviation,0
LG-1000,2025-01-06 12:19:00,6.813233,3.449376,38.9,78.8,1,0,12,0,1,0.23563,1,route_deviation,0
LG-1000,2025-01-06 12:19:30,6.815516,3.451754,43.9,78.7,1,0,12,0,1,0.23873,1,route_deviation,0
LG-1000,2025-01-06 12:20:00,6.820635,3.45627,90.9,78.4,1,0,12,0,1,0.24531,1,route_deviation,0
LG-1000,2025-01-06 12:20:30,6.824266,3.460226,71.5,78.3,1,0,12,0,1,0.25034,1,route_deviation,0
LG-1000,2025-01-06 12:21:00,6.826344,3.463279,49.1,78.2,1,0,12,0,1,0.25358,1,route_deviation,0
LG-1000,2025-01-06 12:21:30,6.828786,3.468304,74.2,78.0,1,0,12,0,1,0.25807,1,route_deviation,0
LG-1000,2025-01-06 12:22:00,6.829851,3.471789,48.4,77.9,1,0,12,0,1,0.26066,1,route_deviation,0
LG-1000,2025-01-06 12:22:30,6.83083,3.478389,88.5,77.7,1,0,12,0,1,0.26474,1,route_deviation,0
LG-1000,2025-01-06 12:23:00,6.831673,3.483602,70.0,77.5,1,0,12,0,1,0.26809,1,route_deviation,0
LG-1000,2025-01-06 12:23:30,6.83325,3.48826,65.3,77.4,1,0,12,0,1,0.27184,1,route_deviation,0
LG-1000,2025-01-06 12:24:00,6.835252,3.492261,59.4,77.2,1,0,12,0,1,0.27564,1,route_deviation,0
LG-1000,2025-01-06 12:24:30,6.839027,3.497313,83.9,77.0,1,0,12,0,1,0.28152,1,route_deviation,0
LG-1000,2025-01-06 12:25:00,6.842368,3.500779,64.1,76.9,1,0,12,0,1,0.28619,1,route_deviation,0
LG-1000,2025-01-06 12:25:30,6.844398,3.503359,43.7,76.8,1,0,12,0,1,0.28929,1,route_deviation,0
LG-1000,2025-01-06 12:26:00,6.846233,3.506282,45.9,76.7,1,0,12,0,1,0.29242,1,route_deviation,0
LG-1000,2025-01-06 12:26:30,6.849213,3.513867,108.2,76.4,1,0,12,0,1,0.29909,1,route_deviation,0
LG-1000,2025-01-06 12:27:00,6.850275,3.521657,104.3,76.2,1,0,12,0,1,0.30437,1,route_deviation,0
LG-1000,2025-01-06 12:27:30,6.851615,3.528217,88.8,76.0,1,0,12,0,1,0.30927,1,route_deviation,0
LG-1000,2025-01-06 12:28:00,6.853095,3.532232,56.8,75.8,1,0,12,0,1,0.31283,1,route_deviation,0
LG-1000,2025-01-06 12:28:30,6.857123,3.53937,108.9,75.6,1,0,12,0,1,0.32032,1,route_deviation,0
LG-1000,2025-01-06 12:29:00,6.861536,3.54499,95.0,75.3,1,0,12,0,1,0.32723,1,route_deviation,0
LG-1000,2025-01-06 12:29:30,6.865001,3.550828,90.2,75.1,1,0,12,0,1,0.33353,1,route_deviation,0
LG-1000,2025-01-06 12:30:00,6.866929,3.555767,70.4,75.0,1,0,12,0,1,0.33809,1,route_deviation,0
LG-1000,2025-01-06 12:30:30,6.867975,3.559951,57.2,74.8,1,0,12,0,1,0.3415,1,route_deviation,0
LG-1000,2025-01-06 12:31:00,6.868847,3.563165,44.2,74.7,1,0,12,0,1,0.34419,1,route_deviation,0
LG-1000,2025-01-06 12:31:30,6.872568,3.570025,103.7,74.5,1,0,12,0,1,0.35141,1,route_deviation,0
LG-1000,2025-01-06 12:32:00,6.876274,3.573856,70.9,74.3,1,0,12,0,1,0.35671,1,route_deviation,0
LG-1000,2025-01-06 12:32:30,6.879487,3.576105,52.3,74.2,1,0,12,0,1,0.36062,1,route_deviation,0
LG-1000,2025-01-06 12:33:00,6.881251,3.580057,57.5,74.1,1,0,12,0,1,0.36449,1,route_deviation,0
LG-1000,2025-01-06 12:33:30,6.878681,3.585367,78.3,73.9,1,0,12,0,1,0.36596,1,route_deviation,0
LG-1000,2025-01-06 12:34:00,6.876644,3.588553,50.3,73.8,1,0,12,0,1,0.36651,1,route_deviation,0
LG-1000,2025-01-06 12:34:30,6.87264,3.594991,100.8,73.5,1,0,12,0,1,0.36781,1,route_deviation,0
LG-1000,2025-01-06 12:35:00,6.868919,3.600958,93.5,73.3,1,0,12,0,1,0.36915,1,route_deviation,0
LG-1000,2025-01-06 12:35:30,6.867018,3.607441,89.7,73.1,1,0,12,0,1,0.37228,1,route_deviation,0
LG-1000,2025-01-06 12:36:00,6.866987,3.612648,69.1,72.9,1,0,12,0,1,0.37592,1,route_deviation,0
LG-1000,2025-01-06 12:36:30,6.866457,3.618875,82.9,72.8,1,0,12,0,1,0.37998,1,route_deviation,0
LG-1000,2025-01-06 12:37:00,6.861865,3.622546,78.3,72.6,1,0,12,0,1,0.37944,1,route_deviation,0
LG-1000,2025-01-06 12:37:30,6.857654,3.627161,83.1,72.4,1,0,12,0,1,0.37995,1,route_deviation,0
LG-1000,2025-01-06 12:38:00,6.856963,3.630137,40.5,72.3,1,0,12,0,1,0.38169,1,route_deviation,0
LG-1000,2025-01-06 12:38:30,6.853143,3.632529,60.1,72.1,1,0,12,0,1,0.38092,1,route_deviation,0
LG-1000,2025-01-06 12:39:00,6.85169,3.635182,40.2,72.0,1,0,12,0,1,0.38196,1,route_deviation,0
LG-1000,2025-01-06 12:39:30,6.850195,3.640529,73.7,71.9,1,0,12,0,1,0.38504,1,route_deviation,0
LG-1000,2025-01-06 12:40:00,6.849615,3.645086,60.9,71.7,1,0,12,0,1,0.38816,1,route_deviation,0
LG-1000,2025-01-06 12:40:30,6.848663,3.647333,32.4,71.7,1,0,12,0,1,0.38928,1,route_deviation,0
LG-1000,2025-01-07 08:08:00,6.556044,3.34218,0.0,71.7,0,1,8,1,1,0.00158,0,normal,0
LG-1000,2025-01-07 08:08:30,6.55645,3.3433,15.8,71.6,1,0,8,1,1,0.00272,0,normal,0
LG-1000,2025-01-07 08:09:00,6.556454,3.345135,24.4,71.6,1,0,8,1,1,0.00438,0,normal,0
LG-1000,2025-01-07 08:09:30,6.556469,3.346015,11.7,71.5,1,0,8,1,1,0.00523,0,normal,0
LG-1000,2025-01-07 08:10:00,6.556494,3.34847,32.6,71.5,1,0,8,1,1,0.00762,0,normal,0
LG-1000,2025-01-07 08:10:30,6.556503,3.350124,21.9,71.4,1,0,8,1,1,0.00925,0,normal,0
LG-1000,2025-01-07 08:11:00,6.555726,3.351721,23.6,71.4,1,0,8,1,1,0.01075,0,normal,0
LG-1000,2025-01-07 08:11:30,6.554822,3.352099,13.1,71.3,1,0,8,1,1,0.0111,0,normal,0
LG-1000,2025-01-07 08:12:00,6.553286,3.352731,22.2,71.3,1,0,8,1,1,0.01186,0,normal,0
LG-1000,2025-01-07 08:12:30,6.551745,3.353368,22.3,71.2,1,0,8,1,1,0.01279,0,normal,0
LG-1000,2025-01-07 08:13:00,6.549502,3.35428,32.3,71.1,1,0,8,1,1,0.01437,0,normal,0
LG-1000,2025-01-07 08:13:30,6.547834,3.354966,24.1,71.1,1,0,8,1,1,0.0157,0,normal,0
LG-1000,2025-01-07 08:14:00,6.546314,3.355579,21.9,71.0,1,0,8,1,1,0.01697,0,normal,0
LG-1000,2025-01-07 08:14:30,6.54512,3.35607,17.2,71.0,1,0,8,1,1,0.01802,0,normal,0
LG-1000,2025-01-07 08:15:00,6.543824,3.356599,18.7,71.0,1,0,8,1,1,0.01919,0,normal,0
LG-1000,2025-01-07 08:15:30,6.542174,3.356977,22.6,70.9,1,0,8,1,1,0.02049,0,normal,0
LG-1000,2025-01-07 08:16:00,6.540788,3.35625,20.9,70.9,1,0,8,1,1,0.02085,0,normal,0
LG-1000,2025-01-07 08:16:30,6.540071,3.355743,11.7,70.8,1,0,8,1,1,0.02098,0,normal,0
LG-1000,2025-01-07 08:17:00,6.538237,3.354473,29.7,70.8,1,0,8,1,1,0.02151,0,normal,0
LG-1000,2025-01-07 08:17:30,6.536253,3.353213,31.3,70.7,1,0,8,1,1,0.02237,0,normal,0
LG-1000,2025-01-07 08:18:00,6.53534,3.35264,14.4,70.7,1,0,8,1,1,0.02285,0,normal,0
LG-1000,2025-01-07 08:18:30,6.533639,3.352309,23.1,70.6,1,0,8,1,1,0.02417,0,normal,0
LG-1000,2025-01-07 08:19:00,6.532653,3.352581,13.7,70.6,1,0,8,1,1,0.02517,0,normal,0
LG-1000,2025-01-07 08:19:30,6.530763,3.353149,26.3,70.5,1,0,8,1,1,0.02457,0,normal,0
LG-1000,2025-01-07 08:20:00,6.5295,3.353514,17.6,70.5,1,0,8,1,1,0.02349,0,normal,0
LG-1000,2025-01-07 08:20:30,6.527661,3.354157,26.0,70.4,1,0,8,1,1,0.02188,0,normal,0
LG-1000,2025-01-07 08:21:00,6.526667,3.355882,26.5,70.3,1,0,8,1,1,0.0199,0,normal,0
LG-1000,2025-01-07 08:21:30,6.526346,3.357992,28.3,70.3,1,0,8,1,1,0.01803,0,normal,0
LG-1000,2025-01-07 08:22:00,6.526207,3.359006,13.6,70.2,1,0,8,1,1,0.01716,0,normal,0
LG-1000,2025-01-07 08:22:30,6.524919,3.360989,31.4,70.2,1,0,8,1,1,0.01482,0,normal,0
LG-1000,2025-01-07 08:23:00,6.524172,3.361964,16.3,70.1,1,0,8,1,1,0.0136,0,normal,0
LG-1000,2025-01-07 08:23:30,6.523575,3.362643,12.0,70.1,1,0,8,1,1,0.01269,0,normal,0
LG-1000,2025-01-07 08:24:00,6.522117,3.363647,23.6,70.0,1,0,8,1,1,0.01097,0,normal,0
LG-1000,2025-01-07 08:24:30,6.520839,3.364365,19.6,70.0,1,0,8,1,1,0.00961,0,normal,0
LG-1000,2025-01-07 08:25:00,6.518837,3.365318,29.6,69.9,1,0,8,1,1,0.00771,0,normal,0
LG-1000,2025-01-07 08:25:30,6.516659,3.36514,29.2,69.9,1,0,8,1,1,0.00706,0,normal,0
LG-1000,2025-01-07 08:26:00,6.515356,3.364701,18.4,69.8,1,0,8,1,1,0.00731,0,normal,0
LG-1000,2025-01-07 08:26:30,6.51301,3.364017,32.6,69.7,1,0,8,1,1,0.00823,0,normal,0
LG-1000,2025-01-07 08:27:00,6.511742,3.363611,17.8,69.7,1,0,8,1,1,0.009,0,normal,0
LG-1000,2025-01-07 08:27:30,6.510106,3.363125,22.8,69.7,1,0,8,1,1,0.01014,0,normal,0
LG-1000,2025-01-07 08:28:00,6.508841,3.363124,16.9,69.6,1,0,8,1,1,0.0108,0,normal,0
LG-1000,2025-01-07 08:28:30,6.50648,3.363644,32.3,69.5,1,0,8,1,1,0.00937,0,normal,0
LG-1000,2025-01-07 08:29:00,6.505395,3.363915,14.9,69.5,1,0,8,1,1,0.00871,0,normal,0
LG-1000,2025-01-07 08:29:30,6.504487,3.363981,12.2,69.5,1,0,8,1,1,0.00812,0,normal,0
LG-1000,2025-01-07 08:30:00,6.50299,3.363511,20.9,69.4,1,0,8,1,1,0.0068,0,normal,0
LG-1000,2025-01-07 08:30:30,6.500642,3.362618,33.5,69.3,1,0,8,1,1,0.0049,0,normal,0
LG-1000,2025-01-07 08:31:00,6.498412,3.361901,31.3,69.3,1,0,8,1,1,0.00395,0,normal,0
LG-1000,2025-01-07 08:31:30,6.496342,3.361555,28.0,69.2,1,0,8,1,1,0.00444,0,normal,0
LG-1000,2025-01-07 08:32:00,6.494028,3.36181,31.1,69.1,1,0,8,1,1,0.00626,0,normal,0
LG-1000,2025-01-07 08:32:30,6.491822,3.362607,31.3,69.1,1,0,8,1,1,0.00853,0,normal,0
LG-1000,2025-01-07 08:33:00,6.490209,3.363189,22.9,69.0,1,0,8,1,1,0.01021,0,normal,0
LG-1000,2025-01-07 08:33:30,6.488913,3.363644,18.3,69.0,1,0,8,1,1,0.01156,0,normal,0
LG-1000,2025-01-07 08:34:00,6.486901,3.364379,28.6,68.9,1,0,8,1,1,0.01368,0,normal,0
LG-1000,2025-01-07 08:34:30,6.485076,3.365081,26.1,68.8,1,0,8,1,1,0.01562,0,normal,0
LG-1000,2025-01-07 08:35:00,6.483765,3.365743,19.6,68.8,1,0,8,1,1,0.01709,0,normal,0
LG-1000,2025-01-07 08:35:30,6.483765,3.365743,0.0,68.8,1,1,8,1,1,0.01709,0,normal,0
LG-1000,2025-01-07 08:36:00,6.483765,3.365743,0.0,68.8,1,2,8,1,1,0.01709,0,normal,0
LG-1000,2025-01-07 08:36:30,6.483765,3.365743,0.0,68.8,1,3,8,1,1,0.01709,0,normal,0
LG-1000,2025-01-07 08:37:00,6.483765,3.365743,0.0,68.8,1,4,8,1,1,0.01709,0,normal,0
LG-1000,2025-01-07 08:37:30,6.483765,3.365743,0.0,68.8,1,5,8,1,1,0.01709,0,normal,0
LG-1000,2025-01-07 08:38:00,6.483765,3.365743,0.0,68.8,1,6,8,1,1,0.01709,0,normal,0
LG-1000,2025-01-07 08:38:30,6.483765,3.365743,0.0,68.8,1,7,8,1,1,0.01709,0,normal,0
LG-1000,2025-01-07 08:39:00,6.483765,3.365743,0.0,68.8,1,8,8,1,1,0.01709,0,normal,0
LG-1000,2025-01-07 08:39:30,6.483765,3.365743,0.0,68.8,1,9,8,1,1,0.01709,0,normal,0
LG-1000,2025-01-07 08:40:00,6.483765,3.365743,0.0,68.8,1,10,8,1,1,0.01709,0,normal,0
LG-1000,2025-01-07 08:40:30,6.483765,3.365743,0.0,68.8,1,11,8,1,1,0.01709,0,normal,0
LG-1000,2025-01-07 08:41:00,6.482944,3.366315,13.3,68.8,1,0,8,1,1,0.01808,0,normal,0
LG-1000,2025-01-07 08:41:30,6.481465,3.367797,27.9,68.7,1,0,8,1,1,0.02009,0,normal,0
LG-1000,2025-01-07 08:42:00,6.480673,3.368807,17.1,68.7,1,0,8,1,1,0.02128,0,normal,0
LG-1000,2025-01-07 08:42:30,6.479194,3.370721,32.2,68.6,1,0,8,1,1,0.02354,0,normal,0
LG-1000,2025-01-07 08:43:00,6.478422,3.371702,16.6,68.5,1,0,8,1,1,0.02472,0,normal,0
LG-1000,2025-01-07 08:43:30,6.477782,3.372532,13.9,68.5,1,0,8,1,1,0.02572,0,normal,0
LG-1000,2025-01-07 08:44:00,6.4764,3.374296,29.8,68.4,1,0,8,1,1,0.02786,0,normal,0
LG-1000,2025-01-07 08:44:30,6.475646,3.375094,14.6,68.4,1,0,8,1,1,0.02868,0,normal,0
LG-1000,2025-01-07 08:45:00,6.474733,3.375779,15.2,68.4,1,0,8,1,1,0.02755,0,normal,0
LG-1000,2025-01-07 08:45:30,6.473054,3.376549,24.6,68.3,1,0,8,1,1,0.02581,0,normal,0
LG-1000,2025-01-07 08:46:00,6.470849,3.377252,30.9,68.2,1,0,8,1,1,0.02379,0,normal,0
LG-1000,2025-01-07 08:46:30,6.469731,3.377603,15.7,68.2,1,0,8,1,1,0.0228,0,normal,0
LG-1000,2025-01-07 08:47:00,6.468428,3.378008,18.2,68.2,1,0,8,1,1,0.02166,0,normal,0
LG-1000,2025-01-07 08:47:30,6.466446,3.378828,28.6,68.1,1,0,8,1,1,0.01981,0,normal,0
LG-1000,2025-01-07 08:48:00,6.464361,3.380167,33.0,68.0,1,0,8,1,1,0.01754,0,normal,0
LG-1000,2025-01-07 08:48:30,6.462944,3.381078,22.5,68.0,1,0,8,1,1,0.01603,0,normal,0
LG-1000,2025-01-07 08:49:00,6.462031,3.381663,14.5,67.9,1,0,8,1,1,0.01508,0,normal,0
LG-1000,2025-01-07 08:49:30,6.461295,3.382117,11.5,67.9,1,0,8,1,1,0.01434,0,normal,0
LG-1000,2025-01-07 08:50:00,6.46013,3.3825,16.4,67.9,1,0,8,1,1,0.01351,0,normal,0
LG-1000,2025-01-07 08:50:30,6.459091,3.382719,14.2,67.8,1,0,8,1,1,0.01294,0,normal,0
LG-1000,2025-01-07 08:51:00,6.457163,3.38236,26.2,67.8,1,0,8,1,1,0.01282,0,normal,0
LG-1000,2025-01-07 08:51:30,6.456173,3.382019,14.0,67.7,1,0,8,1,1,0.01303,0,normal,0
LG-1000,2025-01-07 08:52:00,6.454524,3.38221,22.2,67.7,1,0,8,1,1,0.0128,0,normal,0
LG-1000,2025-01-07 08:52:30,6.453108,3.383596,26.4,67.6,1,0,8,1,1,0.01156,0,normal,0
LG-1000,2025-01-07 08:53:00,6.452263,3.385203,24.1,67.6,1,0,8,1,1,0.01017,0,normal,0
LG-1000,2025-01-07 08:53:30,6.451707,3.386242,15.7,67.5,1,0,8,1,1,0.00936,0,normal,0
LG-1000,2025-01-07 08:54:00,6.450664,3.388174,29.2,67.5,1,0,8,1,1,0.00809,0,normal,0
LG-1000,2025-01-07 08:54:30,6.449627,3.389938,27.2,67.4,1,0,8,1,1,0.00738,0,normal,0
LG-1000,2025-01-07 08:55:00,6.448527,3.39171,27.7,67.3,1,0,8,1,1,0.00726,0,normal,0
LG-1000,2025-01-07 08:55:30,6.447943,3.392598,14.1,67.3,1,0,8,1,1,0.00745,0,normal,0
LG-1000,2025-01-07 08:56:00,6.447347,3.393462,14.0,67.3,1,0,8,1,1,0.00781,0,normal,0
LG-1000,2025-01-07 08:56:30,6.445985,3.395442,32.0,67.2,1,0,8,1,1,0.00903,0,normal,0
LG-1000,2025-01-07 08:57:00,6.445138,3.396694,20.1,67.2,1,0,8,1,1,0.01001,0,normal,0
LG-1000,2025-01-07 08:57:30,6.444369,3.397801,17.9,67.1,1,0,8,1,1,0.01099,0,normal,0
LG-1000,2025-01-07 08:58:00,6.443377,3.399137,22.1,67.1,1,0,8,1,1,0.01234,0,normal,0
LG-1000,2025-01-07 08:58:30,6.442046,3.400568,26.0,67.0,1,0,8,1,1,0.0141,0,normal,0
LG-1000,2025-01-07 08:59:00,6.440903,3.402719,32.4,66.9,1,0,8,1,1,0.01607,0,normal,0
LG-1000,2025-01-07 08:59:30,6.440219,3.403853,17.6,66.9,1,0,8,1,1,0.01723,0,normal,0
LG-1000,2025-01-07 09:00:00,6.4389,3.405855,31.9,66.8,1,0,9,1,1,0.01866,0,normal,0
LG-1000,2025-01-07 09:00:30,6.438408,3.406589,11.8,66.8,1,0,9,1,1,0.01778,0,normal,0
LG-1000,2025-01-07 09:01:00,6.437153,3.407817,23.4,66.7,1,0,9,1,1,0.01605,0,normal,0
LG-1000,2025-01-07 09:01:30,6.43538,3.408507,25.4,66.7,1,0,9,1,1,0.01451,0,normal,0
LG-1000,2025-01-07 09:02:00,6.434381,3.40871,13.6,66.6,1,0,9,1,1,0.01385,0,normal,0
LG-1000,2025-01-07 09:02:30,6.433307,3.408799,14.4,66.6,1,0,9,1,1,0.01331,0,normal,0
