vehicle_id,timestamp,lat,lng,speed_kmh,fuel_level_pct,engine_on,idle_minutes,hour,day_of_week,is_working_hour,zone_distance_deg,is_anomaly,anomaly_type
LG-1000,2025-01-05 23:35:00,6.602961,3.359356,3.2,44.3,0,0,23,6,0,0.01251,0,normal
LG-1000,2025-01-06 01:19:00,6.465001,3.511177,0.2,70.6,0,0,1,0,0,0.01082,0,normal
LG-1000,2025-01-06 02:01:00,6.488064,3.348188,1.2,84.7,0,5,2,0,0,0.01469,0,normal
LG-1000,2025-01-06 03:51:00,6.474462,3.532903,4.7,80.9,0,0,3,0,0,0.01444,0,normal
LG-1000,2025-01-06 05:39:00,6.417112,3.402767,1.2,72.4,0,0,5,0,0,0.02124,0,normal
LG-1000,2025-01-06 06:51:00,6.493732,3.508396,2.3,14.3,1,58,6,0,0,0.03179,1,fuel_theft
LG-1000,2025-01-06 07:20:00,6.456012,3.407692,22.4,86.2,1,0,7,0,1,0.01273,0,normal
LG-1000,2025-01-06 10:12:00,6.472653,3.354403,22.4,78.4,1,5,10,0,1,0.02659,0,normal
LG-1000,2025-01-06 11:52:00,6.516363,3.379545,39.2,59.4,1,8,11,0,1,0.02767,0,normal
LG-1000,2025-01-06 14:42:00,6.595546,3.329762,36.7,54.7,1,2,14,0,1,0.01808,0,normal
LG-1000,2025-01-06 15:13:00,6.492892,3.529028,2.9,21.9,1,67,15,0,1,0.02876,1,fuel_theft
LG-1000,2025-01-06 16:43:00,6.493197,3.369493,38.7,55.4,1,2,16,0,1,0.01287,0,normal
LG-1000,2025-01-06 17:07:00,6.508273,3.381278,57.6,63.7,1,0,17,0,1,0.02506,0,normal
LG-1000,2025-01-06 17:11:00,6.450274,3.405126,21.4,58.5,1,5,17,0,1,0.01117,0,normal
LG-1000,2025-01-06 17:18:00,6.489849,3.392495,58.8,41.7,1,0,17,0,1,0.03494,0,normal
LG-1000,2025-01-06 18:16:00,6.481036,3.367581,25.8,68.5,1,12,18,0,1,0.02036,0,normal
LG-1000,2025-01-06 18:18:00,6.626385,3.336288,21.1,67.6,1,0,18,0,1,0.02755,0,normal
LG-1000,2025-01-06 19:02:00,6.754085,3.706552,62.1,55.0,1,0,2,0,0,0.34297,1,private_use
LG-1000,2025-01-06 20:01:00,6.409269,3.426003,1.9,60.6,0,0,20,0,0,0.01939,0,normal
LG-1000,2025-01-06 21:40:00,6.354857,3.064666,68.0,48.2,0,0,21,0,0,0.32684,1,route_deviation
LG-1000,2025-01-06 21:51:00,6.519519,3.345218,1.1,45.1,0,0,21,0,0,0.02417,0,normal
LG-1000,2025-01-06 23:06:00,6.393195,3.406545,2.1,8.8,1,27,23,0,0,0.03769,1,fuel_theft
LG-1000,2025-01-06 23:10:00,6.425813,3.415119,0.7,52.5,0,0,23,0,0,0.00627,0,normal
LG-1000,2025-01-06 23:46:00,6.442726,3.369256,2.2,9.1,1,89,23,0,0,0.02852,1,fuel_theft
LG-1000,2025-01-07 00:05:00,6.580157,3.368873,1.9,68.3,0,0,0,1,0,0.03021,0,normal
LG-1000,2025-01-07 00:08:00,6.426496,3.419285,2.5,82.8,0,0,0,1,0,0.00228,0,normal
LG-1000,2025-01-07 00:11:00,6.440468,3.525554,2.5,86.4,0,0,0,1,0,0.02479,0,normal
LG-1000,2025-01-07 00:28:00,6.467681,3.512756,0.6,89.4,0,0,0,1,0,0.00963,0,normal
LG-1000,2025-01-07 01:09:00,6.591231,3.350321,0.9,99.6,0,0,1,1,0,0.01032,0,normal
LG-1000,2025-01-07 03:52:00,6.608429,3.349184,0.9,96.9,1,194,3,1,0,0.00774,1,excessive_idle
LG-1000,2025-01-07 05:09:00,6.448355,3.394404,1.6,83.7,0,2,5,1,0,0.00667,0,normal
LG-1000,2025-01-07 05:09:00,6.770746,3.647209,61.6,60.1,1,0,5,1,0,0.33039,1,private_use
LG-1000,2025-01-07 05:31:00,6.441627,3.383885,1.1,70.4,0,0,5,1,0,0.01739,0,normal
LG-1000,2025-01-07 07:28:00,6.49929,3.379005,23.8,84.8,1,0,7,1,1,0.02101,0,normal
LG-1000,2025-01-07 07:43:00,6.605231,3.350705,25.4,82.4,1,0,7,1,1,0.00562,0,normal
LG-1000,2025-01-07 09:19:00,6.506372,3.388958,16.3,85.3,1,0,9,1,1,0.03182,0,normal
LG-1000,2025-01-07 11:54:00,6.467791,3.530364,23.2,66.3,1,0,11,1,1,0.00882,0,normal
LG-1000,2025-01-07 12:56:00,6.617506,3.357134,32.8,68.7,1,0,12,1,1,0.01937,0,normal
LG-1000,2025-01-07 14:13:00,6.501052,3.351276,62.9,69.2,1,0,14,1,1,0.00703,0,normal
LG-1000,2025-01-07 14:38:00,6.458587,3.561521,12.5,75.7,1,0,14,1,1,0.04004,0,normal
LG-1000,2025-01-07 15:24:00,6.616574,3.338843,56.2,58.7,1,0,15,1,1,0.01758,0,normal
LG-1000,2025-01-07 18:07:00,6.589432,3.371861,28.8,66.3,1,0,18,1,1,0.02742,0,normal
LG-1000,2025-01-07 20:36:00,6.488856,3.371478,2.7,57.0,0,0,20,1,0,0.01687,0,normal
LG-1000,2025-01-07 22:02:00,6.50029,3.322987,3.2,55.8,0,0,22,1,0,0.03504,0,normal
LG-1000,2025-01-07 22:18:00,6.457786,3.516065,2.8,49.6,0,0,22,1,0,0.00934,0,normal
LG-1000,2025-01-08 00:06:00,6.58034,3.36908,3.2,76.4,0,0,0,2,0,0.03024,0,normal
LG-1000,2025-01-08 08:34:00,6.423581,3.383259,36.1,76.4,1,0,8,2,1,0.03354,0,normal
LG-1000,2025-01-08 10:17:00,6.424408,3.408938,63.2,79.2,1,0,10,2,1,0.01259,0,normal
LG-1000,2025-01-08 13:31:00,6.474984,3.538279,13.1,57.4,1,0,13,2,1,0.0191,0,normal
LG-1000,2025-01-08 14:40:00,6.595789,3.325568,53.2,49.9,1,0,14,2,1,0.02206,0,normal
LG-1000,2025-01-08 18:45:00,6.47468,3.390272,57.7,76.4,1,5,18,2,1,0.02024,0,normal
LG-1000,2025-01-08 18:53:00,6.506588,3.380524,28.8,55.6,1,0,18,2,1,0.02377,0,normal
LG-1000,2025-01-08 22:00:00,6.567787,3.352186,1.0,48.0,0,0,22,2,0,0.03362,0,normal
LG-1000,2025-01-09 01:22:00,6.46952,3.393696,2.9,98.1,0,5,1,3,0,0.01458,0,normal
LG-1000,2025-01-09 03:32:00,6.450263,3.412677,3.8,93.7,0,2,3,3,0,0.0183,0,normal
LG-1000,2025-01-09 05:40:00,6.721215,3.623221,67.6,84.3,1,0,23,3,0,0.27548,1,private_use
LG-1000,2025-01-09 06:03:00,6.459213,3.395693,4.7,88.6,0,0,6,3,0,0.00427,0,normal
LG-1000,2025-01-09 09:16:00,6.481312,3.534947,11.6,80.7,1,0,9,3,1,0.02083,0,normal
LG-1000,2025-01-09 11:30:00,6.6121,3.356554,11.6,64.0,1,0,11,3,1,0.01465,0,normal
LG-1000,2025-01-09 11:39:00,6.481984,3.512334,10.4,61.1,1,0,11,3,1,0.01954,0,normal
LG-1000,2025-01-09 12:14:00,6.449774,3.552731,64.2,60.2,1,2,12,3,1,0.0343,0,normal
LG-1000,2025-01-09 13:33:00,6.420705,3.420193,2.5,13.2,1,32,13,3,1,0.00734,1,fuel_theft
LG-1000,2025-01-09 14:14:00,6.383364,3.16384,62.9,53.3,1,0,14,3,1,0.22599,1,route_deviation
LG-1000,2025-01-09 16:27:00,6.457913,3.502134,57.5,49.8,1,0,16,3,1,0.02109,0,normal
LG-1000,2025-01-09 22:11:00,6.459057,3.381365,0.5,9.4,1,26,22,3,0,0.01423,1,fuel_theft
LG-1000,2025-01-10 00:38:00,6.496885,3.380977,2.4,100.0,0,0,0,4,0,0.02307,0,normal
LG-1000,2025-01-10 00:43:00,6.460213,3.525258,1.4,98.2,1,188,0,4,0,0.00579,1,excessive_idle
LG-1000,2025-01-10 01:14:00,6.493216,3.354453,0.9,98.6,0,0,1,4,0,0.00679,0,normal
LG-1000,2025-01-10 02:06:00,6.477031,3.395448,1.0,65.3,0,0,2,4,0,0.02204,0,normal
LG-1000,2025-01-10 04:11:00,6.468388,3.526873,2.3,90.2,0,0,4,4,0,0.00594,0,normal
LG-1000,2025-01-10 04:59:00,6.58035,3.356527,2.8,14.9,1,35,4,4,0,0.02274,1,fuel_theft
LG-1000,2025-01-10 05:27:00,6.593758,3.360058,4.7,73.2,0,0,5,4,0,0.01493,0,normal
LG-1000,2025-01-10 06:10:00,6.51084,3.367127,0.8,9.1,1,47,6,4,0,0.01495,1,fuel_theft
LG-1000,2025-01-10 08:17:00,6.481488,3.531432,44.2,77.7,1,0,8,4,1,0.019,0,normal
LG-1000,2025-01-10 08:22:00,6.59002,3.346058,40.1,86.2,1,5,8,4,1,0.01102,0,normal
LG-1000,2025-01-10 08:54:00,6.462942,3.533042,37.3,79.6,1,2,8,4,1,0.01123,0,normal
LG-1000,2025-01-10 10:01:00,6.456286,3.487864,41.8,54.7,1,8,10,4,1,0.03523,0,normal
LG-1000,2025-01-10 10:15:00,6.445206,3.403226,26.9,75.3,1,0,10,4,1,0.01279,0,normal
LG-1000,2025-01-10 10:20:00,6.449274,3.377062,35.4,56.6,1,0,10,4,1,0.01883,0,normal
LG-1000,2025-01-10 11:49:00,6.474299,3.382598,37.7,89.8,1,0,11,4,1,0.02294,0,normal
LG-1000,2025-01-10 12:12:00,6.496606,3.353666,16.0,70.5,1,0,12,4,1,0.00495,0,normal
LG-1000,2025-01-10 12:55:00,6.476466,3.399227,55.6,50.9,1,0,12,4,1,0.02188,0,normal
LG-1000,2025-01-10 14:26:00,6.446255,3.404306,19.0,64.5,0,5,14,4,1,0.01277,0,normal
LG-1000,2025-01-10 15:55:00,6.462427,3.498609,34.8,65.2,1,0,15,4,1,0.02353,0,normal
LG-1000,2025-01-10 18:15:00,6.499389,3.327958,62.2,63.7,1,2,18,4,1,0.03004,0,normal
LG-1000,2025-01-10 19:43:00,6.491952,3.355498,4.4,68.0,0,0,19,4,0,0.00748,0,normal
LG-1000,2025-01-10 20:45:00,6.48354,3.526671,3.9,65.8,0,0,20,4,0,0.01912,0,normal
LG-1000,2025-01-10 23:32:00,6.448845,3.391191,2.2,25.9,0,0,23,4,0,0.00724,0,normal
LG-1000,2025-01-10 23:49:00,6.431828,3.441259,0.6,32.7,0,0,23,4,0,0.02062,0,normal
LG-1000,2025-01-11 01:00:00,6.784785,3.703,45.9,83.3,1,0,4,5,0,0.36746,1,private_use
LG-1000,2025-01-11 01:31:00,6.461324,3.39359,1.6,11.6,1,46,1,5,0,0.00648,1,fuel_theft
LG-1000,2025-01-11 02:06:00,6.502423,3.395762,3.0,100.0,0,0,2,5,0,0.03792,0,normal
LG-1000,2025-01-11 03:55:00,6.433725,3.527836,1.4,80.2,0,5,3,5,0,0.03182,0,normal
LG-1000,2025-01-11 06:09:00,6.582118,3.36272,0.9,69.5,0,0,6,5,0,0.02457,0,normal
LG-1000,2025-01-11 06:15:00,6.460627,3.367214,1.0,60.8,0,12,6,5,0,0.02835,0,normal
LG-1000,2025-01-11 07:43:00,6.45395,3.389429,1.7,61.6,0,0,7,5,0,0.00567,0,normal
LG-1000,2025-01-11 08:45:00,6.433857,3.428445,34.7,64.1,1,5,8,5,1,0.00947,0,normal
LG-1000,2025-01-11 09:08:00,6.507373,3.360273,25.1,90.3,1,0,9,5,1,0.00868,0,normal
LG-1000,2025-01-11 11:45:00,6.453518,3.513308,11.4,64.6,1,0,11,5,1,0.0144,0,normal
LG-1000,2025-01-11 13:50:00,6.406902,3.436318,35.8,73.2,1,0,13,5,1,0.02607,0,normal
LG-1000,2025-01-11 19:40:00,6.468079,3.386573,3.6,55.4,0,0,19,5,0,0.01556,0,normal
LG-1000,2025-01-11 20:22:00,6.501027,3.36475,3.9,46.6,0,0,20,5,0,0.00705,0,normal
LG-1000,2025-01-11 21:44:00,6.463523,3.518342,0.8,18.3,1,46,21,5,0,0.00395,1,fuel_theft
LG-1000,2025-01-11 23:32:00,6.407271,3.413022,1.1,47.1,0,0,23,5,0,0.02221,0,normal
LG-1000,2025-01-12 07:11:00,6.432179,3.42121,0.8,82.4,0,8,7,6,0,0.00418,0,normal
LG-1000,2025-01-12 07:24:00,6.459189,3.534987,1.6,10.9,1,41,7,6,0,0.01423,1,fuel_theft
LG-1000,2025-01-12 09:24:00,6.502579,3.381667,3.6,82.6,0,0,9,6,0,0.02394,0,normal
LG-1000,2025-01-12 09:34:00,6.448412,3.522983,1.7,18.1,1,73,9,6,0,0.01662,1,fuel_theft
LG-1000,2025-01-12 10:05:00,6.60226,3.336597,1.0,57.6,0,0,10,6,0,0.01048,0,normal
LG-1000,2025-01-12 12:30:00,6.437901,3.449747,2.3,60.0,0,0,12,6,0,0.0304,0,normal
LG-1000,2025-01-12 14:34:00,6.593293,3.333668,2.0,79.8,0,0,14,6,0,0.0154,0,normal
LG-1000,2025-01-12 15:54:00,6.467423,3.546722,3.9,52.0,0,0,15,6,0,0.02484,0,normal
LG-1000,2025-01-12 17:08:00,6.420781,3.442567,4.3,77.8,0,0,17,6,0,0.02274,0,normal
LG-1000,2025-01-12 18:15:00,6.610931,3.356754,3.3,35.6,0,0,18,6,0,0.01392,0,normal
LG-1000,2025-01-12 19:41:00,6.573126,3.339585,4.7,58.9,0,0,19,6,0,0.02884,0,normal
LG-1000,2025-01-12 21:42:00,6.445017,3.398482,1.9,42.1,0,0,21,6,0,0.01057,0,normal
LG-1000,2025-01-12 22:51:00,6.460106,3.543412,3.7,26.2,0,0,22,6,0,0.02196,0,normal
LG-1000,2025-01-13 02:12:00,6.43704,3.418263,4.7,100.0,0,0,2,0,0,0.00945,0,normal
LG-1000,2025-01-13 03:36:00,6.435037,3.369979,3.1,79.0,0,0,3,0,0,0.03201,0,normal
LG-1000,2025-01-13 05:06:00,6.459476,3.527123,4.1,70.0,0,8,5,0,0,0.00753,0,normal
LG-1000,2025-01-13 05:07:00,6.607029,3.335567,2.0,68.0,0,8,5,0,0,0.01293,0,normal
LG-1000,2025-01-13 05:19:00,6.456293,3.412802,2.5,81.2,0,2,5,0,0,0.01785,0,normal
LG-1000,2025-01-13 05:50:00,6.61342,3.342551,3.2,70.1,0,0,5,0,0,0.01319,0,normal
LG-1000,2025-01-13 06:08:00,6.41098,3.196156,62.2,90.3,0,0,6,0,0,0.18423,1,route_deviation
LG-1000,2025-01-13 06:20:00,6.457599,3.524121,3.7,77.8,0,0,6,0,0,0.0077,0,normal
LG-1000,2025-01-13 06:36:00,6.503361,3.352681,4.4,83.4,0,0,6,0,0,0.00688,0,normal
LG-1000,2025-01-13 09:12:00,6.444981,3.385836,22.5,53.2,1,0,9,0,1,0.01358,0,normal
LG-1000,2025-01-13 10:11:00,6.608621,3.349929,59.9,82.9,1,0,10,0,1,0.00816,0,normal
LG-1000,2025-01-13 18:03:00,6.451017,3.399924,34.1,63.5,1,12,18,0,1,0.00633,0,normal
LG-1000,2025-01-14 03:57:00,6.451464,3.516865,4.5,70.2,0,5,3,1,0,0.01448,0,normal
LG-1000,2025-01-14 06:35:00,6.604233,3.333075,0.2,71.5,0,0,6,1,0,0.0143,0,normal
LG-1000,2025-01-14 06:56:00,6.644714,3.320345,2.0,57.7,0,0,6,1,0,0.0512,0,normal
LG-1000,2025-01-14 06:57:00,6.591705,3.354067,2.0,92.6,0,0,6,1,0,0.01168,0,normal
LG-1000,2025-01-14 08:20:00,6.573063,3.331964,51.2,88.7,1,0,8,1,1,0.03173,0,normal
LG-1000,2025-01-14 09:47:00,6.502347,3.367252,27.6,80.9,1,0,9,1,1,0.00984,0,normal
LG-1000,2025-01-14 10:04:00,6.433453,3.432357,43.7,86.1,1,0,10,1,1,0.0126,0,normal
LG-1000,2025-01-14 10:30:00,6.597119,3.369174,28.3,64.3,1,5,10,1,1,0.02251,0,normal
LG-1000,2025-01-14 10:58:00,6.424677,3.430712,10.1,53.8,0,0,10,1,1,0.01027,0,normal
LG-1000,2025-01-14 12:45:00,6.459656,3.533063,34.7,59.5,1,0,12,1,1,0.01229,0,normal
LG-1000,2025-01-14 12:56:00,6.60413,3.364996,59.8,68.0,1,0,12,1,1,0.01827,0,normal
LG-1000,2025-01-14 13:46:00,6.45142,3.524311,2.0,21.8,1,36,13,1,1,0.01378,1,fuel_theft
LG-1000,2025-01-14 17:10:00,6.443151,3.416435,22.0,73.1,1,0,17,1,1,0.01582,0,normal
LG-1000,2025-01-14 18:19:00,6.481658,3.404882,1.5,21.0,1,56,18,1,1,0.02843,1,fuel_theft
LG-1000,2025-01-14 19:06:00,6.428815,3.413923,4.2,35.3,0,0,19,1,0,0.00712,0,normal
LG-1000,2025-01-14 19:12:00,6.460495,3.381282,1.4,71.6,0,0,19,1,0,0.01478,0,normal
LG-1000,2025-01-14 20:11:00,6.47879,3.39833,3.0,54.5,0,5,20,1,0,0.02402,0,normal
LG-1000,2025-01-14 23:00:00,6.441316,3.437832,4.7,54.2,0,2,23,1,0,0.02146,0,normal
LG-1000,2025-01-14 23:25:00,6.49579,3.524579,2.0,33.9,0,12,23,1,0,0.0309,0,normal
LG-1000,2025-01-15 01:57:00,6.441974,3.426774,2.7,21.9,1,30,1,2,0,0.01512,1,fuel_theft
LG-1000,2025-01-15 08:55:00,6.46885,3.496283,46.1,54.6,1,0,8,2,1,0.026,0,normal
LG-1000,2025-01-15 11:05:00,6.585691,3.319102,10.3,82.4,1,2,11,2,1,0.03182,0,normal
